	GSM1194697	GSM1194698	GSM1194699
ENSG00000281718	0	0	0
ENSG00000266242	4	7	12
ENSG00000270930	0	0	0
GRAP	0	1	0
GRAP2	0	0	0
GRAPL	0	0	0
GRB10	293	497	348
GRB14	83	6	3
GRB2	1669	2437	899
GRB7	322	97	7
GREB1	156	47	38
GREB1L	187	13	168
ENSG00000276886	422	1277	240
GREM2	5	0	1
GRHL1	553	891	354
GRHL2	1496	1295	896
GRHL3	47	195	55
GRHPR	282	668	174
GRIA1	9	0	14
GRIA2	8	0	0
GRIA3	6	37	18
GRIA4	9	0	1
GRID1	0	2	3
GRID2	0	0	0
GRID2IP	2	0	0
GRIFIN	0	0	0
GRIK1	13	0	1
GRIK2	85	199	34
GRIK3	0	0	0
GRIK4	0	0	0
GRIK5	9	0	1
GRIN1	0	0	0
GRIN2A	3	1	0
GRIN2B	14	1	1
GRIN2C	8	13	1
GRIN2D	0	22	4
GRIN3A	27	0	0
GRIN3B	0	6	3
GRINA	659	1005	412
GRIP1	22	124	23
GRIP2	43	16	3
GRIPAP1	267	102	118
ENSG00000281988	0	0	0
GRK2	424	178	126
GRK3	121	109	32
GRK4	96	28	54
GRK5	178	93	111
GRK6	126	305	44
ENSG00000215571	1	1	0
GRK7	5	8	8
GRM1	6	0	4
GRM2	17	26	8
GRM3	3	1	1
GRM4	61	19	1
GRM5	2	0	4
GRM6	34	33	28
GRM7	24	14	24
GRM8	0	58	0
GRN	641	925	562
GRP	0	4	0
GRPEL1	53	156	83
GRPEL2	446	840	317
ENSG00000233211	0	0	0
ENSG00000225814	6	0	0
ENSG00000230682	0	0	0
GRPR	0	0	0
GRSF1	787	666	425
GRTP1	128	55	40
GRWD1	218	137	36
GRXCR1	0	0	0
GRXCR2	0	0	0
GSAP	176	117	190
GSC	0	0	0
GSC2	0	0	0
GSDMA	53	59	36
GSDMB	156	54	116
ENSG00000285114	386	110	212
ENSG00000278718	202	270	56
GSE1	583	921	559
GSG1	217	263	141
GSG1L	0	0	9
GSG1L2	0	0	0
GSK3A	350	683	241
GSK3B	2015	2317	861
GSKIP	273	657	32
GSN	1263	2428	392
GSPT1	1506	2005	1338
GSPT2	23	67	39
GSR	661	756	78
GSS	688	1275	432
GSTA1	207	261	26
ENSG00000230845	0	0	0
ENSG00000230375	0	0	0
ENSG00000217228	0	0	0
GSTA2	17	2	0
GSTA3	0	0	0
GSTA4	162	35	31
GSTA5	0	0	0
ENSG00000223622	0	0	0
ENSG00000237674	0	0	0
ENSG00000220377	0	0	0
ENSG00000243236	1	0	0
GSTCD	380	120	212
GSTK1	977	996	325
GSTM1	8	68	9
GSTM2	408	283	172
ENSG00000218803	0	0	0
GSTM3	270	300	155
ENSG00000227693	0	0	0
ENSG00000226878	5	0	0
GSTM4	157	15	78
GSTM5	0	0	0
ENSG00000236062	0	0	0
GSTO1	711	542	354
GSTO2	673	2003	219
ENSG00000232829	0	0	0
GSTP1	3494	3651	1908
ENSG00000257569	0	0	0
ENSG00000277656	229	263	188
ENSG00000277897	28	9	0
ENSG00000278695	0	27	0
GSTZ1	227	75	33
GSX1	0	0	0
GSX2	0	0	0
GTDC1	438	503	194
GTF2A1	996	1342	358
GTF2A1L	0	118	0
GTF2A2	241	244	89
GTF2B	181	216	54
GTF2E1	216	153	277
GTF2E2	348	270	208
GTF2F1	59	140	96
GTF2F2	170	66	52
ENSG00000251254	5	0	1
ENSG00000233910	0	0	0
ENSG00000288114	699	765	609
ENSG00000276910	431	286	198
ENSG00000226259	43	8	7
GTF2H2C	20	1	128
ENSG00000274675	18	167	8
GTF2H3	348	559	95
ENSG00000226384	6	18	30
GTF2H5	226	348	135
GTF2I	3548	2904	2034
ENSG00000277053	1919	2611	1574
ENSG00000255199	25	20	26
ENSG00000283050	411	88	131
ENSG00000272556	282	125	207
ENSG00000226002	5	63	19
ENSG00000226930	0	0	0
ENSG00000272645	394	777	233
ENSG00000259095	0	0	0
ENSG00000230295	0	0	0
ENSG00000187721	0	0	0
ENSG00000233369	1555	2013	339
ENSG00000224316	72	0	0
ENSG00000266736	0	0	0
ENSG00000227038	118	150	41
ENSG00000276318	0	0	0
ENSG00000251451	7	6	6
GTF2IRD1	214	1189	328
ENSG00000230583	2	24	0
GTF2IRD2	596	439	352
GTF2IRD2B	390	238	124
ENSG00000214544	9	37	0
GTF3A	743	728	210
ENSG00000237274	0	0	0
ENSG00000258966	0	0	0
ENSG00000225816	0	0	0
ENSG00000229982	0	0	0
GTF3C1	825	1587	312
GTF3C2	934	1285	569
GTF3C3	690	588	445
GTF3C4	280	450	142
GTF3C5	144	13	69
GTF3C6	19	295	11
GTPBP1	261	714	455
GTPBP10	369	552	123
GTPBP2	946	502	492
GTPBP3	67	136	34
GTPBP4	434	592	381
GTPBP6	155	60	224
GTPBP8	65	79	72
GTSE1	263	53	29
GTSF1	14	44	16
GTSF1L	0	0	0
GUCA1A	0	0	0
GUCA1B	0	0	0
GUCA1C	0	0	0
GUCA2A	0	0	0
GUCA2B	0	0	0
GUCD1	294	417	162
GUCY1A2	31	213	82
ENSG00000123201	2	5	1
GUCY2C	94	16	18
GUCY2D	1	6	0
ENSG00000204529	0	0	0
GUCY2F	0	0	0
ENSG00000243316	0	0	0
GUF1	539	1184	184
GUK1	920	1122	423
ENSG00000234770	0	0	0
GULP1	762	854	169
GUSB	290	888	124
ENSG00000277606	99	23	38
ENSG00000224723	0	0	0
ENSG00000169325	0	0	0
ENSG00000241549	76	65	90
ENSG00000253203	12	53	34
ENSG00000239650	27	0	0
ENSG00000236296	26	39	20
ENSG00000224458	0	0	0
ENSG00000227762	0	0	0
ENSG00000215630	10	0	0
ENSG00000254838	32	6	54
ENSG00000254781	0	0	0
GXYLT1	151	252	53
ENSG00000282037	0	0	0
ENSG00000224860	0	0	0
ENSG00000232433	0	0	0
ENSG00000275026	0	0	0
ENSG00000235310	0	0	0
GXYLT2	102	52	54
GYG1	201	95	89
ENSG00000251633	10	0	0
ENSG00000237099	0	0	0
ENSG00000231095	0	0	1
GYG2	18	62	9
ENSG00000206159	60	81	31
GYPA	0	0	1
GYPB	1	0	0
GYPC	2	0	0
GYPE	8	7	1
GYS1	570	536	423
GYS2	12	0	0
GZF1	295	94	102
GZMA	25	0	5
ENSG00000249454	0	0	0
GZMB	2	0	0
GZMH	10	0	0
GZMK	0	0	0
GZMM	0	0	0
H6PD	659	801	635
HAAO	69	31	29
HABP2	63	11	2
HABP4	16	21	89
HACD1	46	73	34
HACD2	1646	2419	872
HACD3	2234	2021	1240
HACD4	235	203	261
HACE1	59	177	98
HACL1	71	60	47
HADH	535	288	97
HADHA	1136	1086	370
ENSG00000251596	0	1	0
HADHB	426	847	419
HAGH	121	120	48
HAGHL	5	26	1
HAL	19	33	23
HAMP	99	93	61
HAND1	0	0	0
HAND2	9	0	0
HAO1	0	0	0
HAO2	0	0	0
HAP1	256	120	83
HAPLN1	0	0	0
HAPLN2	0	0	0
HAPLN3	24	179	16
HAPLN4	0	0	0
HARBI1	33	32	14
HARS2	51	2	1
HAS1	0	0	0
HAS2	240	165	66
HAS3	761	1407	490
HAT1	601	821	156
HAUS1	83	43	49
ENSG00000251453	0	0	0
ENSG00000224224	0	0	0
ENSG00000253226	0	0	0
HAUS2	402	317	142
HAUS3	252	168	105
HAUS4	85	20	53
ENSG00000226967	0	0	0
HAUS5	78	27	39
HAUS6	322	248	89
ENSG00000227344	1	0	0
ENSG00000236121	0	0	0
ENSG00000235454	67	0	0
HAUS7	57	0	5
HAUS8	59	116	54
ENSG00000257300	0	0	0
HAVCR1	1	3	9
HAVCR2	62	82	19
HAX1	374	1217	473
HBA1	0	0	2
HBA2	0	0	0
HBB	0	8	1
ENSG00000229988	0	0	0
HBD	0	0	0
HBE1	0	0	0
HBEGF	1053	1780	787
HBG1	0	0	0
HBG2	20	13	29
HBM	0	0	0
ENSG00000283847	1127	591	2113
HBQ1	0	0	0
HBS1L	535	216	301
HBZ	0	0	0
ENSG00000206178	0	0	0
HCAR1	428	278	334
HCAR2	114	230	51
HCAR3	63	8	26
HCCS	212	295	125
HCFC1	875	860	350
HCFC1R1	331	285	104
HCFC2	230	298	61
ENSG00000232087	0	0	0
ENSG00000228147	0	0	0
ENSG00000234079	125	7	0
ENSG00000228706	0	0	0
ENSG00000231941	0	8	0
ENSG00000277480	0	0	0
HCK	444	579	38
HCLS1	564	429	559
HCN1	23	16	16
HCN2	0	0	0
ENSG00000263324	34	102	154
HCN4	0	0	0
HCRT	0	0	0
HCRTR1	0	0	0
HCRTR2	0	0	0
HCST	0	80	1
HDAC1	1397	2107	586
HDAC10	11	55	6
HDAC11	40	22	1
ENSG00000234724	16	0	0
ENSG00000233012	164	195	0
HDAC2	878	445	416
HDAC3	86	206	14
HDAC4	135	23	449
HDAC5	106	80	85
HDAC6	187	64	355
HDAC7	328	627	440
HDAC8	209	179	174
HDAC9	2811	3993	1243
HDC	0	0	0
HDDC2	521	408	243
HDDC3	65	45	71
HDGF	2573	2393	1856
HDGFL1	0	0	0
ENSG00000227183	0	0	0
HDHD2	117	32	77
HDHD3	109	91	15
HDLBP	3498	4138	2066
HDX	32	100	84
HEATR1	712	502	339
HEATR3	391	130	298
HEATR4	23	14	19
HEATR5A	734	617	450
HEATR5B	744	72	195
HEATR6	477	764	351
ENSG00000276986	0	0	0
HEBP1	255	165	78
HEBP2	561	1665	254
HECA	250	148	138
HECTD1	3346	3631	1468
HECTD2	497	304	179
HECTD3	154	35	335
HECTD4	1443	1512	1311
HECW1	15	11	20
HECW2	38	30	21
HEG1	309	501	591
HELB	725	588	745
HELLS	484	647	270
HELQ	349	544	426
HELT	0	0	0
HELZ	2126	4187	2280
HELZ2	232	121	88
HEMGN	2	19	3
HEMK1	204	269	279
HENMT1	22	4	63
HEPACAM	79	160	213
HEPACAM2	95	0	0
HEPH	8	53	0
HEPHL1	35	2	19
HEPN1	0	0	0
HERC1	866	926	499
ENSG00000277278	729	672	535
ENSG00000259845	3	0	0
ENSG00000282090	0	0	0
ENSG00000280787	711	553	680
ENSG00000180229	103	18	58
ENSG00000230267	57	14	8
ENSG00000260644	403	393	427
ENSG00000281828	0	0	0
ENSG00000261599	416	393	427
ENSG00000282417	1012	1389	682
HERC3	873	835	289
HERC4	887	1320	626
HERC5	96	57	35
HERC6	1301	1391	299
HERPUD1	535	428	144
HERPUD2	645	630	281
HES1	1418	1194	607
HES2	128	145	51
HES3	0	0	0
HES4	45	21	17
ENSG00000273529	0	0	0
HES6	16	3	4
HES7	0	0	0
HESX1	0	0	0
HEXA	1252	943	1109
HEXB	508	499	140
HEXIM1	415	439	108
HEXIM2	9	5	5
HEY1	424	79	157
HEY2	10	26	99
HEYL	6	9	0
HFE	270	170	201
HFM1	0	0	0
HGD	22	0	14
HGF	0	15	19
HGFAC	0	0	0
HGH1	143	81	8
HGS	135	566	223
HGSNAT	1249	1052	839
ENSG00000280680	360	322	184
HHATL	0	0	0
HHEX	74	0	28
HHIP	45	30	21
HHIPL1	39	11	14
HHIPL2	1	0	0
HHLA1	117	96	113
HHLA2	11	12	0
ENSG00000197568	41	16	41
HIBADH	972	1846	525
HIBCH	217	162	136
HIC1	36	48	17
HIC2	88	5	46
HID1	1500	708	252
HIF1A	7456	11968	5410
HIF1AN	828	294	193
ENSG00000258978	0	0	0
HIF3A	357	107	90
HIGD1A	641	823	223
ENSG00000258016	0	0	0
ENSG00000254455	0	0	0
ENSG00000227644	0	0	0
ENSG00000236012	0	0	0
ENSG00000251019	0	0	0
ENSG00000248785	0	96	0
ENSG00000237005	0	0	0
ENSG00000219608	2	0	0
ENSG00000258886	5	0	2
ENSG00000253952	0	0	0
ENSG00000237148	0	0	0
ENSG00000248929	0	0	0
ENSG00000233299	0	0	0
ENSG00000255254	0	0	0
ENSG00000253229	4	0	0
ENSG00000237303	0	0	0
ENSG00000258104	0	0	0
HIGD1B	9	0	0
HIGD1C	0	0	0
HIGD2A	586	377	353
HIGD2B	1	0	0
HIKESHI	149	349	139
HILPDA	340	432	174
HINFP	354	723	368
HINT1	2188	2828	690
ENSG00000231531	0	0	0
ENSG00000271159	0	1	0
HINT2	56	95	56
ENSG00000230398	0	0	0
HINT3	185	123	176
HIP1	429	300	790
HIP1R	561	338	133
HIPK1	2083	2237	1142
HIPK2	872	950	449
HIPK3	2010	1499	722
HIPK4	0	0	0
HIRA	21	0	2
ENSG00000271563	0	0	0
HIRIP3	49	344	11
HIVEP1	2073	4520	1578
HIVEP2	1246	763	922
HIVEP3	331	690	100
HJURP	197	560	81
HK1	657	944	250
HK2	1435	1976	449
ENSG00000228612	0	0	0
HK3	0	0	4
HKDC1	10	0	36
ENSG00000227715	3920	7015	1948
ENSG00000206450	3410	3812	1328
ENSG00000206435	1796	1784	1165
ENSG00000239463	337	1202	218
ENSG00000242386	241	34	140
ENSG00000232957	96	46	72
ENSG00000243612	0	0	0
ENSG00000228163	317	524	73
ENSG00000234260	0	0	0
ENSG00000223447	0	0	0
ENSG00000236693	104	352	173
ENSG00000226071	16	12	2
ENSG00000236418	1936	2104	2940
ENSG00000233192	0	0	1
ENSG00000206237	44	59	24
ENSG00000230675	10	10	6
ENSG00000224793	0	0	0
ENSG00000277263	465	408	671
ENSG00000228080	504	1687	427
ENSG00000227442	0	0	0
ENSG00000230463	53	712	84
ENSG00000231021	0	0	0
HLA-DRB5	0	0	1
ENSG00000229391	0	0	0
ENSG00000227099	0	0	0
ENSG00000233697	0	0	0
ENSG00000227384	0	0	0
ENSG00000206493	2686	4012	2136
ENSG00000234487	149	97	84
ENSG00000276051	0	34	0
ENSG00000231904	4	11	21
ENSG00000243336	7	223	14
ENSG00000233964	0	4	8
ENSG00000242227	153	137	94
ENSG00000234799	0	0	0
ENSG00000259930	0	0	0
ENSG00000226027	0	0	0
ENSG00000229552	0	0	0
ENSG00000236706	0	0	0
ENSG00000224736	237	718	207
ENSG00000234849	0	0	7
ENSG00000233053	0	0	0
HLCS	609	876	391
HLF	34	0	16
ENSG00000218194	0	0	0
HLTF	75	163	63
HLX	0	3	4
HM13	947	1531	869
HMBOX1	181	35	101
HMBS	338	166	164
HMCES	220	391	164
HMCN1	369	765	347
HMCN2	8	27	11
HMG20A	519	219	432
HMG20B	206	75	55
HMGA1	3503	2374	872
ENSG00000236683	3	0	0
ENSG00000248641	0	0	0
ENSG00000258011	0	0	0
ENSG00000233313	0	0	0
ENSG00000233440	0	0	0
ENSG00000216753	0	0	0
ENSG00000233155	0	0	0
HMGA2	2376	4018	1673
HMGB1	1261	1221	464
ENSG00000124097	2	0	0
ENSG00000213707	5	0	0
ENSG00000230547	0	0	0
ENSG00000223904	0	0	0
ENSG00000220557	4	0	0
ENSG00000180189	4	0	5
ENSG00000238190	0	0	0
ENSG00000229384	0	0	0
ENSG00000217482	0	0	0
ENSG00000236407	0	0	0
ENSG00000253463	0	0	0
ENSG00000219163	0	0	0
ENSG00000248909	0	0	1
ENSG00000250721	0	0	0
ENSG00000253770	23	0	23
ENSG00000282695	20	0	4
ENSG00000230886	0	0	0
ENSG00000225984	0	0	0
ENSG00000230611	1	0	0
ENSG00000249745	0	0	0
ENSG00000250862	0	0	0
ENSG00000250011	25	1	0
ENSG00000244089	0	0	0
ENSG00000233266	2	0	0
ENSG00000226837	0	0	0
ENSG00000251566	0	0	0
ENSG00000243873	0	0	0
ENSG00000213467	0	0	0
ENSG00000243877	0	0	0
ENSG00000203489	60	52	53
ENSG00000214821	1	3	0
ENSG00000253516	2	0	6
ENSG00000254735	0	0	0
ENSG00000248956	0	0	0
ENSG00000229316	0	0	0
ENSG00000254146	0	0	0
ENSG00000249338	0	0	0
ENSG00000234379	0	0	0
ENSG00000132967	265	115	64
ENSG00000231148	13	1	0
ENSG00000259699	92	28	27
ENSG00000224159	0	0	0
HMGB2	403	374	134
ENSG00000267736	0	0	0
HMGB3	802	1122	963
ENSG00000225336	0	0	0
ENSG00000223656	0	0	0
ENSG00000213301	0	0	0
ENSG00000237603	0	0	0
ENSG00000214288	0	0	0
ENSG00000231845	10	0	24
ENSG00000250897	0	0	0
ENSG00000248430	0	0	0
ENSG00000249400	0	0	0
ENSG00000220184	0	0	0
ENSG00000217085	0	0	0
ENSG00000231470	0	0	0
ENSG00000226059	0	0	1
ENSG00000224551	0	0	0
ENSG00000284207	0	0	0
ENSG00000235148	0	0	0
ENSG00000215283	0	0	1
ENSG00000259428	0	0	0
ENSG00000267132	0	2	0
ENSG00000250730	1	0	0
ENSG00000213652	0	0	0
ENSG00000231929	0	0	0
ENSG00000260828	0	0	0
ENSG00000228808	1	0	0
ENSG00000237642	0	0	0
ENSG00000213070	0	0	10
ENSG00000215399	0	0	0
ENSG00000227096	0	2	0
ENSG00000229992	4	0	3
HMGB4	0	0	0
HMGCL	180	199	125
HMGCLL1	0	0	0
HMGCR	260	675	194
HMGCS1	1288	3190	1005
HMGCS2	0	0	0
HMGN1	1096	1171	508
ENSG00000244101	12	3	0
ENSG00000248336	0	0	0
ENSG00000274138	0	0	0
ENSG00000249619	0	0	0
ENSG00000249439	5	2	1
ENSG00000250197	0	0	0
ENSG00000249503	0	0	0
ENSG00000250787	0	0	0
ENSG00000234927	0	2	0
ENSG00000224519	0	0	0
ENSG00000229046	3	0	0
ENSG00000239539	0	0	1
ENSG00000226977	0	0	0
ENSG00000259557	0	0	0
ENSG00000254114	0	0	0
ENSG00000258967	0	0	0
ENSG00000235028	1	0	0
ENSG00000237589	0	0	0
ENSG00000230326	0	0	0
ENSG00000224755	0	0	0
ENSG00000172186	0	0	0
ENSG00000235734	0	0	4
ENSG00000229237	0	0	0
ENSG00000253954	0	0	0
ENSG00000224040	0	0	0
ENSG00000230942	0	0	0
ENSG00000283357	0	0	0
ENSG00000239614	1	0	2
ENSG00000241120	30	7	5
ENSG00000248377	0	0	0
HMGN2	4842	7167	2593
ENSG00000231261	0	0	0
ENSG00000232605	0	0	0
ENSG00000241810	0	0	0
ENSG00000214578	0	0	0
ENSG00000231376	0	0	0
ENSG00000238249	3	10	0
ENSG00000223452	0	0	0
ENSG00000229367	0	0	0
ENSG00000232963	21	0	0
ENSG00000228034	0	0	0
ENSG00000227259	0	0	0
ENSG00000236124	0	0	0
ENSG00000229072	0	0	0
ENSG00000228398	0	0	0
ENSG00000241203	0	0	0
ENSG00000232916	0	0	0
ENSG00000236086	0	0	0
ENSG00000230330	1	0	0
ENSG00000213721	0	0	0
ENSG00000214195	0	0	0
ENSG00000213558	0	0	0
ENSG00000231471	0	0	0
ENSG00000232875	71	108	0
ENSG00000228901	0	0	0
ENSG00000231726	0	0	0
ENSG00000214281	0	0	0
ENSG00000249014	0	0	0
ENSG00000260602	0	0	0
ENSG00000261620	0	1	0
ENSG00000179362	71	61	61
ENSG00000259246	0	0	0
ENSG00000234664	1	0	0
ENSG00000257179	0	0	0
ENSG00000226427	0	0	0
ENSG00000212769	0	0	0
ENSG00000180150	0	0	0
HMGN3	14	0	5
ENSG00000183586	0	0	0
HMGN4	66	8	10
HMGN5	29	0	0
HMGXB3	426	251	213
HMGXB4	1048	582	165
HMHB1	0	0	0
HMMR	106	449	14
HMOX1	137	35	3
ENSG00000277424	130	122	122
HMSD	0	0	0
ENSG00000288204	0	0	0
HMX2	0	0	0
HMX3	0	0	0
HNF1A	19	32	18
ENSG00000276194	6	10	6
HNF4A	20	13	33
HNF4G	5	2	1
ENSG00000228611	0	0	0
HNMT	924	669	310
HNRNPA0	334	224	34
HNRNPA1	1954	3556	1368
HNRNPA1L2	6	6	12
ENSG00000218347	0	0	0
ENSG00000214223	0	2	2
ENSG00000264315	0	2	0
ENSG00000220157	0	0	0
ENSG00000213568	0	0	1
ENSG00000227638	13	0	27
ENSG00000214761	1	0	6
ENSG00000262333	7	0	2
ENSG00000243188	0	0	0
ENSG00000229910	0	0	0
ENSG00000218454	0	0	0
ENSG00000237295	0	0	0
ENSG00000205412	0	1	3
ENSG00000228168	0	0	0
ENSG00000236459	0	0	1
ENSG00000240236	0	1	0
ENSG00000241947	0	1	0
ENSG00000231206	0	0	0
ENSG00000239345	0	0	0
ENSG00000233680	1	2	0
ENSG00000230170	0	2	0
ENSG00000235784	0	0	0
ENSG00000226188	3	1	6
ENSG00000233780	0	0	1
ENSG00000227862	0	0	0
ENSG00000213778	0	1	0
ENSG00000213412	0	1	0
ENSG00000213049	0	0	0
ENSG00000225695	14	19	11
ENSG00000231942	7	1	9
ENSG00000218574	0	0	1
ENSG00000282315	0	2	0
ENSG00000237804	0	1	0
ENSG00000206228	0	0	0
ENSG00000212961	37	30	25
ENSG00000220937	1	5	0
ENSG00000233615	1	0	0
ENSG00000214204	0	0	1
ENSG00000249271	0	2	0
ENSG00000259411	1	0	95
ENSG00000228020	0	0	0
ENSG00000236695	0	0	0
HNRNPA1L3	28	16	47
ENSG00000233231	17	1	11
ENSG00000259512	0	0	0
ENSG00000257195	0	16	4
ENSG00000283305	0	0	0
ENSG00000269119	0	0	0
ENSG00000229534	0	0	0
ENSG00000236539	789	696	617
ENSG00000249920	0	0	0
ENSG00000248640	0	0	0
ENSG00000237442	1	0	2
ENSG00000219582	0	0	0
ENSG00000230280	5	2	129
ENSG00000229887	14	3	2
ENSG00000233497	0	0	0
ENSG00000187999	0	0	0
ENSG00000259228	18	83	7
ENSG00000227453	0	0	0
ENSG00000213559	0	0	0
ENSG00000248444	0	0	0
ENSG00000229221	0	0	0
ENSG00000270665	0	0	0
ENSG00000230946	122	10	30
ENSG00000257332	0	2	1
ENSG00000215492	56	0	0
ENSG00000236946	0	1	0
ENSG00000259686	2	3	0
ENSG00000254713	0	0	0
ENSG00000236569	0	0	0
ENSG00000259550	2	1	0
ENSG00000255141	4	2	0
ENSG00000229251	0	0	0
ENSG00000231956	0	0	0
HNRNPA2B1	1583	2418	1222
HNRNPA3	1858	2968	1251
ENSG00000226790	2	2	0
ENSG00000257851	0	0	1
ENSG00000260689	19	0	35
ENSG00000219102	0	0	0
ENSG00000250826	0	0	0
ENSG00000224494	0	0	0
ENSG00000225636	0	0	0
ENSG00000267233	0	0	0
ENSG00000227688	1	0	0
ENSG00000214653	0	0	0
ENSG00000226068	0	0	3
ENSG00000236565	0	0	0
ENSG00000213300	0	0	30
ENSG00000253119	0	1	1
ENSG00000239699	0	1	0
ENSG00000270903	5	6	39
HNRNPAB	679	1449	126
ENSG00000255734	0	0	0
HNRNPC	3152	3842	2146
ENSG00000282175	0	0	0
ENSG00000274109	0	0	0
ENSG00000282559	0	0	0
ENSG00000273865	0	0	0
ENSG00000258900	16	1	4
ENSG00000215054	0	0	0
ENSG00000204253	0	1	0
ENSG00000259419	0	0	0
ENSG00000263179	0	0	0
ENSG00000213305	13	0	0
ENSG00000228653	11	1	2
ENSG00000254748	0	0	0
ENSG00000232048	0	0	0
HNRNPD	1124	1968	490
HNRNPDL	1730	2692	1052
ENSG00000226307	0	0	0
ENSG00000234890	2	0	10
ENSG00000236185	0	0	0
ENSG00000270837	0	0	0
ENSG00000232794	3	0	0
ENSG00000217811	0	0	0
HNRNPF	1103	1356	837
ENSG00000227538	0	0	0
ENSG00000284254	945	1160	676
ENSG00000220305	7	24	9
ENSG00000213924	0	0	0
ENSG00000248854	0	0	0
HNRNPH2	167	150	149
HNRNPH3	308	428	552
ENSG00000230247	0	0	0
HNRNPK	2105	4915	1253
ENSG00000250859	0	3	0
ENSG00000227347	1	2	0
ENSG00000251557	0	0	0
ENSG00000243547	1	2	0
ENSG00000250662	0	0	0
ENSG00000282947	1082	760	410
HNRNPLL	691	580	263
ENSG00000233503	0	0	0
ENSG00000259917	14	1	1
HNRNPM	371	169	272
ENSG00000259335	98	0	6
ENSG00000269576	0	0	0
ENSG00000282958	1150	1062	688
ENSG00000223984	173	0	221
ENSG00000255047	0	0	0
HNRNPU	3421	4644	2256
HNRNPUL1	3051	2286	1430
HNRNPUL2	339	279	152
ENSG00000234857	77	0	69
ENSG00000259051	0	2	0
HOGA1	56	38	64
HOMER1	372	362	186
HOMER2	479	1223	229
ENSG00000281971	0	0	0
ENSG00000282601	0	0	0
HOMER3	84	50	291
ENSG00000215271	488	1182	266
HOOK1	679	558	270
HOOK2	220	134	110
HOOK3	2239	2344	1388
HOPX	80	137	48
HORMAD1	275	343	128
HORMAD2	0	0	0
HOXA1	115	393	11
HOXA10	90	36	13
HOXA11	4	0	2
HOXA13	48	419	10
HOXA2	10	1	149
HOXA3	74	89	63
HOXA4	9	0	0
HOXA5	67	12	7
HOXA6	51	2	36
HOXA7	142	292	111
HOXA9	35	7	0
HOXB1	1	0	0
HOXB13	6	4	5
HOXB2	100	4	24
HOXB3	323	216	22
HOXB4	27	43	6
HOXB5	25	13	0
HOXB6	13	0	1
HOXB7	122	106	16
HOXB8	10	38	0
HOXB9	0	0	0
HOXC10	0	0	0
HOXC11	1	0	0
HOXC12	0	0	0
HOXC13	79	3	31
HOXC4	5	2	0
HOXC5	6	0	5
HOXC6	73	10	1
HOXC8	3	0	1
HOXC9	47	1	0
HOXD1	18	81	2
HOXD10	10	0	2
HOXD11	8	4	0
HOXD12	0	0	0
HOXD13	75	103	0
HOXD3	14	0	0
HOXD4	0	0	0
HOXD8	57	42	35
HOXD9	0	0	0
HP	66	85	62
HP1BP3	2052	2490	1198
HPCA	0	0	0
HPCAL1	122	21	58
HPCAL4	0	0	7
HPD	0	0	2
HPDL	0	0	0
HPF1	27	110	1
HPGD	4	38	1
HPGDS	1	0	0
HPN	23	28	3
HPR	7	7	0
HPRT1	131	159	36
ENSG00000251644	0	0	0
ENSG00000250587	0	0	0
ENSG00000256752	0	0	0
HPS1	439	981	161
HPS3	694	798	147
HPS4	340	851	162
ENSG00000288445	1009	681	228
HPS6	63	94	5
HPSE	206	228	84
HPSE2	0	0	0
HPX	0	0	0
HR	38	80	136
ENSG00000276536	102	408	50
HRC	4	1	2
HRCT1	0	0	0
HRG	37	66	26
HRH1	172	300	48
HRH2	11	33	9
HRH3	0	0	0
HRH4	29	36	29
HRK	35	43	57
HRNR	0	0	0
HS1BP3	74	192	19
HS2ST1	402	308	172
HS3ST1	577	125	255
HS3ST2	47	40	22
HS3ST3A1	0	1	0
HS3ST3B1	23	25	24
HS3ST4	0	0	0
HS3ST5	0	0	0
ENSG00000276333	8	108	20
HS6ST1	174	303	51
ENSG00000187952	0	0	0
HS6ST2	189	266	61
HS6ST3	0	0	0
HSBP1	846	1403	314
HSBP1L1	762	545	173
ENSG00000258650	0	0	0
ENSG00000166530	0	0	0
HSCB	224	312	119
HSD11B1	0	0	0
HSD11B1L	62	17	18
HSD11B2	93	67	184
HSD17B1	74	113	31
HSD17B10	216	445	92
HSD17B11	441	213	194
HSD17B12	1618	2292	553
HSD17B13	139	94	73
HSD17B14	80	0	1
ENSG00000108785	0	0	0
HSD17B2	266	122	111
HSD17B3	81	85	10
HSD17B4	245	314	103
HSD17B6	7	28	0
HSD17B7	184	602	139
ENSG00000232908	0	0	0
ENSG00000099251	59	63	22
ENSG00000228357	42	156	12
HSD3B1	10	0	0
HSD3B2	0	0	0
HSD3B7	167	280	182
ENSG00000187481	0	0	0
ENSG00000203858	0	0	0
ENSG00000249798	0	0	0
ENSG00000203855	0	15	0
ENSG00000198857	1	0	0
HSDL1	262	18	126
HSDL2	178	101	67
ENSG00000284774	570	166	300
HSF2	149	20	48
HSF2BP	1	0	8
HSF4	110	56	7
HSF5	0	0	0
HSFX1	0	0	0
HSFX2	0	0	0
HSFY1	0	0	8
ENSG00000229027	0	0	0
HSFY2	0	1	0
ENSG00000227289	0	1	3
ENSG00000224482	0	0	0
ENSG00000232475	0	0	0
ENSG00000224169	0	0	0
ENSG00000228571	0	0	0
ENSG00000233156	0	0	0
HSH2D	263	88	225
HSP90AA1	11348	13628	4856
ENSG00000224411	19	13	5
ENSG00000281610	4	4	6
